Date,Overall AQI Value,Main Pollutant,Ozone,PM25,CO,PM10,NO2,AQI category,city,state,Temperature,Precipitation,Wind Speed
2023-08-11,80,Ozone,80.0,66.0,11.0,19.0,35.0,Moderate,Philadelphia,PA,24.8,0.0,13.7
2023-08-12,68,PM2.5,50.0,68.0,13.0,19.0,25.0,Moderate,Philadelphia,PA,25.4,7.4,9.4
2023-08-13,51,PM2.5,45.0,51.0,7.0,10.0,17.0,Moderate,Philadelphia,PA,26.9,0.0,13.0
2023-08-14,58,Ozone,58.0,50.0,10.0,17.0,25.0,Moderate,Philadelphia,PA,26.5,0.3,6.8
2023-08-15,48,Ozone,48.0,46.0,7.0,14.0,20.0,Good,Philadelphia,PA,27.5,0.0,15.5
2023-08-16,58,Ozone,58.0,49.0,7.0,16.0,22.0,Moderate,Philadelphia,PA,26.2,4.3,7.9
2023-08-17,84,Ozone,84.0,53.0,8.0,13.0,31.0,Moderate,Philadelphia,PA,25.9,0.0,8.6
2023-08-18,54,PM2.5,44.0,54.0,7.0,19.0,20.0,Moderate,Philadelphia,PA,25.5,1.3,19.8
2023-08-19,59,PM2.5,47.0,59.0,9.0,18.0,25.0,Moderate,Philadelphia,PA,22.6,0.0,15.1
2023-08-20,84,Ozone,84.0,73.0,10.0,19.0,26.0,Moderate,Philadelphia,PA,23.9,0.0,10.4
2023-08-21,108,Ozone,108.0,85.0,10.0,31.0,33.0,Unhealthy for Sensitive Groups,Philadelphia,PA,26.4,0.0,10.1
2023-08-22,64,Ozone,64.0,58.0,9.0,22.0,23.0,Moderate,Philadelphia,PA,25.7,0.0,18.0
2023-08-23,50,Ozone,50.0,44.0,8.0,17.0,21.0,Good,Philadelphia,PA,22.4,0.0,9.4
2023-08-24,62,PM2.5,35.0,62.0,8.0,19.0,28.0,Moderate,Philadelphia,PA,21.9,1.5,7.9
2023-08-25,64,Ozone,64.0,55.0,8.0,17.0,25.0,Moderate,Philadelphia,PA,24.7,0.5,10.4
2023-08-26,54,PM2.5,44.0,54.0,9.0,14.0,19.0,Moderate,Philadelphia,PA,26.9,0.0,9.0
2023-08-27,52,PM2.5,49.0,52.0,9.0,11.0,14.0,Moderate,Philadelphia,PA,25.8,0.0,8.3
2023-08-28,49,PM2.5,34.0,49.0,7.0,14.0,20.0,Good,Philadelphia,PA,24.4,0.0,14.8
2023-08-29,36,PM2.5,35.0,36.0,8.0,11.0,21.0,Good,Philadelphia,PA,23.4,0.0,10.8
2023-08-30,50,Ozone,50.0,47.0,7.0,16.0,20.0,Good,Philadelphia,PA,25.1,6.1,15.1
2023-08-31,39,Ozone,39.0,24.0,7.0,11.0,23.0,Good,Philadelphia,PA,22.6,0.0,19.4
2023-09-01,64,Ozone,64.0,36.0,7.0,12.0,22.0,Moderate,Philadelphia,PA,21.2,0.0,11.2
2023-09-02,90,Ozone,90.0,40.0,8.0,13.0,23.0,Moderate,Philadelphia,PA,20.9,0.0,9.4
2023-09-03,71,Ozone,71.0,58.0,8.0,16.0,20.0,Moderate,Philadelphia,PA,25.1,0.0,12.6
2023-09-04,74,Ozone,74.0,64.0,8.0,20.0,20.0,Moderate,Philadelphia,PA,28.7,0.0,10.8
2023-09-05,101,Ozone,101.0,72.0,8.0,36.0,26.0,Unhealthy for Sensitive Groups,Philadelphia,PA,29.9,0.0,10.1
2023-09-06,74,Ozone,74.0,72.0,9.0,31.0,37.0,Moderate,Philadelphia,PA,29.6,0.0,10.1
2023-09-07,105,Ozone,105.0,74.0,9.0,29.0,34.0,Unhealthy for Sensitive Groups,Philadelphia,PA,29.4,0.0,10.8
2023-09-08,80,Ozone,80.0,66.0,7.0,24.0,32.0,Moderate,Philadelphia,PA,27.5,7.6,9.4
2023-09-09,62,PM2.5,51.0,62.0,8.0,18.0,21.0,Moderate,Philadelphia,PA,24.9,9.1,9.0
2023-09-10,43,PM2.5,33.0,43.0,8.0,12.0,13.0,Good,Philadelphia,PA,23.6,49.8,6.5
2023-09-11,41,Ozone,41.0,39.0,7.0,9.0,22.0,Good,Philadelphia,PA,23.4,1.0,9.4
2023-09-12,58,Ozone,58.0,51.0,7.0,13.0,19.0,Moderate,Philadelphia,PA,24.7,0.0,7.2
2023-09-13,46,Ozone,46.0,36.0,7.0,11.0,22.0,Good,Philadelphia,PA,24.2,4.1,11.2
2023-09-14,48,Ozone,48.0,35.0,7.0,13.0,16.0,Good,Philadelphia,PA,22.9,0.0,19.1
2023-09-15,38,Ozone,38.0,29.0,7.0,11.0,17.0,Good,Philadelphia,PA,19.3,0.0,18.7
2023-09-16,45,PM2.5,42.0,45.0,8.0,15.0,25.0,Good,Philadelphia,PA,20.0,0.0,13.7
2023-09-17,52,PM2.5,45.0,52.0,8.0,12.0,20.0,Moderate,Philadelphia,PA,20.4,16.5,9.0
2023-09-18,44,PM2.5,37.0,44.0,7.0,11.0,25.0,Good,Philadelphia,PA,19.6,11.7,12.2
2023-09-19,47,PM2.5,36.0,47.0,8.0,15.0,25.0,Good,Philadelphia,PA,19.6,0.0,16.2
2023-09-20,46,PM2.5,45.0,46.0,9.0,18.0,35.0,Good,Philadelphia,PA,19.4,0.0,5.4
2023-09-21,67,PM2.5,46.0,67.0,10.0,18.0,31.0,Moderate,Philadelphia,PA,19.4,0.0,7.9
2023-09-22,54,PM2.5,33.0,54.0,10.0,19.0,28.0,Moderate,Philadelphia,PA,18.3,0.0,20.2
2023-09-23,33,PM2.5,33.0,33.0,5.0,5.0,27.0,Good,Philadelphia,PA,16.2,29.2,32.0
2023-09-24,43,PM2.5,35.0,43.0,7.0,5.0,34.0,Good,Philadelphia,PA,18.6,13.5,15.8
2023-09-25,33,Ozone,33.0,26.0,6.0,6.0,18.0,Good,Philadelphia,PA,17.7,2.3,17.6
2023-09-26,71,PM2.5,25.0,71.0,8.0,19.0,25.0,Moderate,Philadelphia,PA,15.3,0.5,18.0
2023-09-27,53,PM2.5,40.0,53.0,7.0,16.0,29.0,Moderate,Philadelphia,PA,16.0,0.0,15.1
2023-09-28,58,PM2.5,26.0,58.0,7.0,19.0,26.0,Moderate,Philadelphia,PA,15.3,1.5,18.0
2023-09-29,27,PM2.5,25.0,27.0,7.0,6.0,20.0,Good,Philadelphia,PA,17.1,5.3,16.9
2023-09-30,43,PM2.5,31.0,43.0,8.0,11.0,22.0,Good,Philadelphia,PA,17.6,0.0,13.3
2023-10-01,54,PM2.5,34.0,54.0,9.0,14.0,25.0,Moderate,Philadelphia,PA,20.6,0.0,11.2
2023-10-02,58,PM2.5,42.0,58.0,9.0,18.0,24.0,Moderate,Philadelphia,PA,22.2,0.0,9.4
2023-10-03,73,PM2.5,50.0,73.0,9.0,38.0,37.0,Moderate,Philadelphia,PA,20.6,0.0,5.4
2023-10-04,90,Ozone,90.0,70.0,9.0,27.0,34.0,Moderate,Philadelphia,PA,21.7,0.0,6.1
2023-10-05,54,PM2.5,36.0,54.0,9.0,19.0,33.0,Moderate,Philadelphia,PA,20.3,0.0,6.8
2023-10-06,54,PM2.5,35.0,54.0,9.0,16.0,22.0,Moderate,Philadelphia,PA,21.7,0.0,6.5
2023-10-07,35,Ozone,35.0,33.0,8.0,15.0,15.0,Good,Philadelphia,PA,19.6,0.3,16.9
2023-10-08,40,PM2.5,27.0,40.0,6.0,6.0,15.0,Good,Philadelphia,PA,13.3,0.0,22.3
2023-10-09,35,PM2.5,34.0,35.0,7.0,24.0,25.0,Good,Philadelphia,PA,12.7,0.5,16.9
2023-10-10,54,PM2.5,33.0,54.0,10.0,19.0,31.0,Moderate,Philadelphia,PA,14.4,0.0,9.0
2023-10-11,56,PM2.5,45.0,56.0,13.0,29.0,39.0,Moderate,Philadelphia,PA,15.0,0.0,7.2
2023-10-12,60,PM2.5,49.0,60.0,13.0,41.0,43.0,Moderate,Philadelphia,PA,16.1,0.0,3.2
2023-10-13,31,PM2.5,26.0,31.0,9.0,15.0,24.0,Good,Philadelphia,PA,15.8,0.0,11.5
2023-10-14,38,PM2.5,20.0,38.0,9.0,8.0,23.0,Good,Philadelphia,PA,12.0,11.7,15.1
2023-10-15,30,PM2.5,24.0,30.0,6.0,5.0,14.0,Good,Philadelphia,PA,12.4,0.3,21.2
2023-10-16,18,Ozone,18.0,16.0,5.0,8.0,17.0,Good,Philadelphia,PA,12.1,0.0,15.1
2023-10-17,26,PM2.5,24.0,26.0,7.0,10.0,20.0,Good,Philadelphia,PA,14.2,0.0,10.8
2023-10-18,40,PM2.5,28.0,40.0,8.0,15.0,25.0,Good,Philadelphia,PA,14.4,0.0,6.8
2023-10-19,48,PM2.5,39.0,48.0,8.0,18.0,25.0,Good,Philadelphia,PA,14.2,0.0,9.7
2023-10-20,38,PM2.5,34.0,38.0,8.0,10.0,26.0,Good,Philadelphia,PA,16.2,1.8,8.3
2023-10-21,45,PM2.5,28.0,45.0,6.0,9.0,9.0,Good,Philadelphia,PA,16.3,0.0,23.8
2023-10-22,33,Ozone,33.0,32.0,3.0,6.0,14.0,Good,Philadelphia,PA,13.1,0.0,23.0
2023-10-23,34,Ozone,34.0,23.0,7.0,12.0,33.0,Good,Philadelphia,PA,12.6,0.0,12.2
2023-10-24,46,PM2.5,38.0,46.0,9.0,28.0,34.0,Good,Philadelphia,PA,12.8,0.0,6.8
2023-10-25,58,PM2.5,45.0,58.0,8.0,24.0,46.0,Moderate,Philadelphia,PA,15.6,0.0,11.5
2023-10-26,72,PM2.5,43.0,72.0,9.0,33.0,39.0,Moderate,Philadelphia,PA,17.9,0.0,6.1
2023-10-27,78,PM2.5,30.0,78.0,9.0,44.0,40.0,Moderate,Philadelphia,PA,18.4,0.0,8.3
2023-10-28,68,PM2.5,42.0,68.0,10.0,20.0,29.0,Moderate,Philadelphia,PA,21.2,0.0,13.0
2023-10-29,32,PM2.5,25.0,32.0,7.0,9.0,31.0,Good,Philadelphia,PA,17.9,0.3,14.0
2023-10-30,46,PM2.5,23.0,46.0,9.0,19.0,32.0,Good,Philadelphia,PA,15.3,0.8,14.0
2023-10-31,39,NO2,26.0,23.0,6.0,7.0,39.0,Good,Philadelphia,PA,10.7,2.8,13.7
2023-11-01,39,PM2.5,32.0,39.0,6.0,19.0,26.0,Good,Philadelphia,PA,8.4,0.5,19.1
2023-11-02,40,PM2.5,33.0,40.0,6.0,15.0,29.0,Good,Philadelphia,PA,5.8,0.0,8.6
2023-11-03,55,PM2.5,37.0,55.0,8.0,19.0,29.0,Moderate,Philadelphia,PA,8.2,0.0,10.4
2023-11-04,81,PM2.5,31.0,81.0,15.0,29.0,35.0,Moderate,Philadelphia,PA,9.3,0.0,2.9
2023-11-05,99,PM2.5,49.0,99.0,17.0,36.0,39.0,Moderate,Philadelphia,PA,12.0,0.0,6.5
2023-11-06,45,PM2.5,36.0,45.0,7.0,18.0,29.0,Good,Philadelphia,PA,11.5,0.0,9.0
2023-11-07,78,PM2.5,36.0,78.0,8.0,34.0,46.0,Moderate,Philadelphia,PA,14.3,0.0,14.4
2023-11-08,32,NO2,30.0,29.0,7.0,20.0,32.0,Good,Philadelphia,PA,11.9,0.0,11.5
2023-11-09,61,PM2.5,37.0,61.0,8.0,31.0,33.0,Moderate,Philadelphia,PA,12.3,0.0,10.8
2023-11-10,46,PM2.5,28.0,46.0,7.0,12.0,31.0,Good,Philadelphia,PA,11.7,1.3,11.5
2023-11-11,54,PM2.5,33.0,54.0,8.0,16.0,25.0,Moderate,Philadelphia,PA,8.4,0.0,10.8
2023-11-12,40,PM2.5,31.0,40.0,6.0,7.0,22.0,Good,Philadelphia,PA,6.9,0.0,12.2
2023-11-13,60,PM2.5,31.0,60.0,7.0,24.0,32.0,Moderate,Philadelphia,PA,4.9,0.0,9.7
2023-11-14,52,PM2.5,30.0,52.0,8.0,30.0,33.0,Moderate,Philadelphia,PA,8.6,0.0,15.5
2023-11-15,55,PM2.5,25.0,55.0,8.0,30.0,33.0,Moderate,Philadelphia,PA,7.6,0.0,9.4
2023-11-16,81,PM2.5,43.0,81.0,11.0,40.0,45.0,Moderate,Philadelphia,PA,11.3,0.0,7.9
2023-11-17,70,PM2.5,36.0,70.0,11.0,36.0,38.0,Moderate,Philadelphia,PA,12.4,0.0,9.4
2023-11-18,36,PM2.5,31.0,36.0,8.0,19.0,28.0,Good,Philadelphia,PA,12.6,0.0,19.1
2023-11-19,55,PM2.5,34.0,55.0,7.0,16.0,34.0,Moderate,Philadelphia,PA,8.1,0.0,14.8
2023-11-20,33,PM2.5,30.0,33.0,7.0,19.0,30.0,Good,Philadelphia,PA,6.2,0.0,11.5
2023-11-21,35,Ozone,35.0,33.0,7.0,17.0,32.0,Good,Philadelphia,PA,5.4,27.4,21.2
2023-11-22,27,Ozone,27.0,24.0,6.0,6.0,26.0,Good,Philadelphia,PA,11.8,18.5,15.1
2023-11-23,43,PM2.5,31.0,43.0,7.0,8.0,27.0,Good,Philadelphia,PA,10.1,0.0,18.4
2023-11-24,54,PM2.5,32.0,54.0,7.0,14.0,28.0,Moderate,Philadelphia,PA,8.1,0.0,16.6
2023-11-25,40,PM2.5,32.0,40.0,6.0,10.0,35.0,Good,Philadelphia,PA,2.4,0.0,7.2
2023-11-26,63,PM2.5,24.0,63.0,10.0,13.0,50.0,Moderate,Philadelphia,PA,3.7,22.1,10.1
2023-11-27,46,PM2.5,28.0,46.0,7.0,12.0,28.0,Good,Philadelphia,PA,7.6,0.0,20.5
2023-11-28,44,PM2.5,32.0,44.0,5.0,12.0,27.0,Good,Philadelphia,PA,2.1,0.0,22.7
2023-11-29,53,PM2.5,29.0,53.0,5.0,14.0,26.0,Moderate,Philadelphia,PA,-0.9,0.0,15.8
2023-11-30,63,PM2.5,34.0,63.0,8.0,22.0,50.0,Moderate,Philadelphia,PA,4.4,0.0,11.5
2023-12-01,87,PM2.5,28.0,87.0,10.0,31.0,40.0,Moderate,Philadelphia,PA,5.7,10.7,5.4
2023-12-02,103,PM2.5,21.0,103.0,8.0,35.0,27.0,Unhealthy for Sensitive Groups,Philadelphia,PA,8.9,0.0,5.8
2023-12-03,57,PM2.5,27.0,57.0,9.0,13.0,26.0,Moderate,Philadelphia,PA,10.3,17.5,8.3
2023-12-04,51,PM2.5,27.0,51.0,7.0,10.0,40.0,Moderate,Philadelphia,PA,9.1,0.0,13.7
2023-12-05,46,PM2.5,23.0,46.0,8.0,12.0,29.0,Good,Philadelphia,PA,5.7,0.0,7.6
2023-12-06,39,PM2.5,27.0,39.0,6.0,10.0,25.0,Good,Philadelphia,PA,4.5,0.0,13.7
2023-12-07,58,PM2.5,23.0,58.0,8.0,13.0,34.0,Moderate,Philadelphia,PA,2.1,0.3,11.5
2023-12-08,77,PM2.5,26.0,77.0,14.0,25.0,42.0,Moderate,Philadelphia,PA,5.2,0.0,5.4
2023-12-09,101,PM2.5,24.0,101.0,13.0,35.0,33.0,Unhealthy for Sensitive Groups,Philadelphia,PA,6.4,0.0,4.7
2023-12-10,59,PM2.5,30.0,59.0,14.0,14.0,26.0,Moderate,Philadelphia,PA,12.4,42.2,13.3
2023-12-11,28,Ozone,28.0,16.0,6.0,5.0,12.0,Good,Philadelphia,PA,8.1,10.7,23.4
2023-12-12,45,PM2.5,22.0,45.0,7.0,10.0,30.0,Good,Philadelphia,PA,3.7,0.0,16.6
2023-12-13,56,PM2.5,29.0,56.0,10.0,15.0,36.0,Moderate,Philadelphia,PA,4.7,0.0,15.5
2023-12-14,51,PM2.5,31.0,51.0,8.0,19.0,37.0,Moderate,Philadelphia,PA,3.2,0.0,11.2
2023-12-15,83,PM2.5,32.0,83.0,13.0,27.0,42.0,Moderate,Philadelphia,PA,5.3,0.0,15.1
2023-12-16,77,PM2.5,30.0,77.0,16.0,27.0,41.0,Moderate,Philadelphia,PA,6.9,0.0,8.6
2023-12-17,62,PM2.5,37.0,62.0,9.0,19.0,32.0,Moderate,Philadelphia,PA,9.1,21.1,13.7
2023-12-18,36,Ozone,36.0,31.0,6.0,4.0,22.0,Good,Philadelphia,PA,13.1,55.6,26.3
2023-12-19,56,PM2.5,31.0,56.0,5.0,6.0,23.0,Moderate,Philadelphia,PA,4.6,0.0,20.9
2023-12-20,40,PM2.5,29.0,40.0,6.0,10.0,36.0,Good,Philadelphia,PA,2.2,0.0,13.0
2023-12-21,54,PM2.5,25.0,54.0,7.0,15.0,29.0,Moderate,Philadelphia,PA,4.9,0.0,10.8
2023-12-22,50,PM2.5,19.0,50.0,7.0,15.0,35.0,Good,Philadelphia,PA,1.1,0.0,7.6
2023-12-23,60,PM2.5,27.0,60.0,9.0,18.0,42.0,Moderate,Philadelphia,PA,3.6,0.0,5.8
2023-12-24,82,PM2.5,25.0,82.0,9.0,23.0,30.0,Moderate,Philadelphia,PA,6.4,0.3,2.2
2023-12-25,108,PM2.5,31.0,108.0,11.0,30.0,32.0,Unhealthy for Sensitive Groups,Philadelphia,PA,7.2,0.0,5.4
2023-12-26,55,PM2.5,31.0,55.0,8.0,14.0,25.0,Moderate,Philadelphia,PA,7.8,0.0,7.9
2023-12-27,43,PM2.5,25.0,43.0,8.0,11.0,26.0,Good,Philadelphia,PA,8.6,37.6,13.7
2023-12-28,29,NO2,23.0,27.0,7.0,6.0,29.0,Good,Philadelphia,PA,10.8,5.3,12.2
2023-12-29,53,PM2.5,27.0,53.0,7.0,12.0,31.0,Moderate,Philadelphia,PA,9.9,0.0,14.8
2023-12-30,42,PM2.5,25.0,42.0,7.0,9.0,16.0,Good,Philadelphia,PA,6.6,0.0,19.8
2023-12-31,52,PM2.5,31.0,52.0,7.0,11.0,30.0,Moderate,Philadelphia,PA,6.1,0.0,9.7
2023-01-01,60,PM2.5,38.0,60.0,10.0,21.0,43.0,Moderate,Denver,CO,1.6,0.0,9.3
2023-01-02,46,PM2.5,43.0,46.0,5.0,11.0,25.0,Good,Denver,CO,-1.2,2.5,11.6
2023-01-03,45,NO2,44.0,37.0,8.0,13.0,45.0,Good,Denver,CO,-3.8,1.3,9.9
2023-01-04,60,PM2.5,46.0,60.0,11.0,36.0,58.0,Moderate,Denver,CO,-3.2,0.0,9.7
2023-01-05,72,PM2.5,49.0,72.0,18.0,52.0,60.0,Moderate,Denver,CO,-3.7,0.0,9.3
2023-01-06,85,PM2.5,47.0,85.0,20.0,59.0,65.0,Moderate,Denver,CO,-1.5,0.0,9.0
2023-01-07,62,NO2,46.0,59.0,14.0,33.0,62.0,Moderate,Denver,CO,-0.3,0.0,5.5
2023-01-08,54,NO2,48.0,39.0,13.0,38.0,54.0,Moderate,Denver,CO,-0.1,0.0,7.4
2023-01-09,60,NO2,44.0,53.0,17.0,49.0,60.0,Moderate,Denver,CO,2.2,0.0,9.0
2023-01-10,57,NO2,43.0,47.0,18.0,34.0,57.0,Moderate,Denver,CO,4.5,0.0,10.7
2023-01-11,52,PM2.5,44.0,52.0,7.0,12.0,41.0,Moderate,Denver,CO,0.4,0.0,13.9
2023-01-12,60,PM2.5,48.0,60.0,11.0,34.0,48.0,Moderate,Denver,CO,0.1,0.3,8.2
2023-01-13,88,PM2.5,42.0,88.0,17.0,65.0,61.0,Moderate,Denver,CO,1.3,0.0,5.8
2023-01-14,49,PM2.5,42.0,49.0,18.0,32.0,43.0,Good,Denver,CO,4.6,0.0,7.2
2023-01-15,49,NO2,42.0,45.0,15.0,24.0,49.0,Good,Denver,CO,2.1,0.0,7.5
2023-01-16,55,PM2.5,43.0,55.0,11.0,38.0,45.0,Moderate,Denver,CO,1.8,0.0,9.5
2023-01-17,76,PM2.5,43.0,76.0,13.0,30.0,46.0,Moderate,Denver,CO,-0.8,0.0,9.5
2023-01-18,44,Ozone,44.0,30.0,6.0,7.0,39.0,Good,Denver,CO,-3.1,8.1,19.3
2023-01-19,56,NO2,46.0,52.0,10.0,26.0,56.0,Moderate,Denver,CO,-3.8,3.8,9.2
2023-01-20,67,PM2.5,42.0,67.0,13.0,32.0,56.0,Moderate,Denver,CO,-5.0,0.0,7.8
2023-01-21,55,PM2.5,44.0,55.0,10.0,19.0,45.0,Moderate,Denver,CO,-5.2,0.0,11.8
2023-01-22,47,Ozone,47.0,35.0,8.0,13.0,47.0,Good,Denver,CO,-3.7,0.3,7.8
2023-01-23,71,PM2.5,44.0,71.0,6.0,27.0,48.0,Moderate,Denver,CO,-3.6,0.0,8.7
2023-01-24,75,PM2.5,44.0,75.0,6.0,33.0,51.0,Moderate,Denver,CO,-4.7,0.0,7.2
2023-01-25,48,NO2,42.0,42.0,7.0,24.0,48.0,Good,Denver,CO,-4.9,0.0,10.0
2023-01-26,50,NO2,45.0,29.0,7.0,19.0,50.0,Good,Denver,CO,-3.7,0.0,13.4
2023-01-27,46,NO2,44.0,27.0,6.0,21.0,46.0,Good,Denver,CO,-0.6,0.0,13.1
2023-01-28,46,NO2,44.0,35.0,8.0,8.0,46.0,Good,Denver,CO,-3.3,0.0,15.0
2023-01-29,46,Ozone,46.0,34.0,3.0,6.0,18.0,Good,Denver,CO,-11.0,0.3,21.2
2023-01-30,50,PM2.5,44.0,50.0,6.0,21.0,38.0,Good,Denver,CO,-13.3,0.3,13.7
2023-01-31,63,NO2,50.0,62.0,11.0,20.0,63.0,Moderate,Denver,CO,-9.8,0.5,9.1
2023-02-01,66,NO2,49.0,63.0,13.0,52.0,66.0,Moderate,Denver,CO,-5.7,0.0,7.9
2023-02-02,64,NO2,48.0,61.0,13.0,50.0,64.0,Moderate,Denver,CO,-1.5,0.0,8.9
2023-02-03,65,NO2,49.0,56.0,11.0,56.0,65.0,Moderate,Denver,CO,-0.2,0.0,9.0
2023-02-04,51,Ozone,51.0,25.0,11.0,20.0,47.0,Moderate,Denver,CO,3.0,0.0,10.5
2023-02-05,59,PM2.5,51.0,59.0,11.0,53.0,53.0,Moderate,Denver,CO,2.9,0.0,9.2
2023-02-06,55,NO2,47.0,48.0,15.0,34.0,55.0,Moderate,Denver,CO,1.0,0.0,14.1
2023-02-07,45,Ozone,45.0,33.0,8.0,32.0,45.0,Good,Denver,CO,0.4,0.0,6.9
2023-02-08,50,Ozone,50.0,37.0,9.0,36.0,47.0,Good,Denver,CO,0.3,0.0,12.3
2023-02-09,46,Ozone,46.0,19.0,5.0,28.0,35.0,Good,Denver,CO,-2.7,0.0,22.7
2023-02-10,50,NO2,48.0,40.0,8.0,43.0,50.0,Good,Denver,CO,-1.7,0.0,8.5
2023-02-11,72,PM2.5,40.0,72.0,16.0,60.0,54.0,Moderate,Denver,CO,2.2,0.0,6.9
2023-02-12,50,PM2.5,46.0,50.0,17.0,24.0,48.0,Good,Denver,CO,4.0,0.0,9.6
2023-02-13,47,NO2,45.0,38.0,11.0,36.0,47.0,Good,Denver,CO,3.6,0.0,9.6
2023-02-14,49,Ozone,49.0,38.0,9.0,45.0,45.0,Good,Denver,CO,2.2,0.0,16.5
2023-02-15,41,Ozone,41.0,17.0,6.0,13.0,20.0,Good,Denver,CO,-7.9,3.0,22.8
2023-02-16,47,Ozone,47.0,28.0,6.0,13.0,46.0,Good,Denver,CO,-7.1,4.1,9.9
2023-02-17,61,NO2,46.0,55.0,14.0,42.0,61.0,Moderate,Denver,CO,-2.0,0.0,8.9
2023-02-18,61,Ozone,61.0,40.0,15.0,29.0,53.0,Moderate,Denver,CO,1.7,0.0,9.3
2023-02-19,58,Ozone,58.0,22.0,13.0,17.0,56.0,Moderate,Denver,CO,2.2,0.0,15.7
2023-02-20,44,Ozone,44.0,22.0,5.0,32.0,37.0,Good,Denver,CO,4.2,0.0,16.9
2023-02-21,47,Ozone,47.0,24.0,8.0,29.0,43.0,Good,Denver,CO,6.9,0.0,15.5
2023-02-22,48,Ozone,48.0,23.0,3.0,11.0,18.0,Good,Denver,CO,-6.8,0.3,23.2
2023-02-23,48,Ozone,48.0,36.0,5.0,9.0,36.0,Good,Denver,CO,-11.4,0.5,18.7
2023-02-24,73,PM2.5,51.0,73.0,18.0,35.0,67.0,Moderate,Denver,CO,-6.4,0.0,14.4
2023-02-25,73,NO2,49.0,70.0,23.0,34.0,73.0,Moderate,Denver,CO,3.2,0.0,9.8
2023-02-26,64,Ozone,64.0,45.0,16.0,19.0,60.0,Moderate,Denver,CO,5.2,0.0,14.0
2023-02-27,74,Ozone,74.0,23.0,6.0,24.0,53.0,Moderate,Denver,CO,3.9,0.0,13.8
2023-02-28,49,Ozone,49.0,25.0,6.0,28.0,44.0,Good,Denver,CO,1.7,0.0,20.6
2023-03-01,55,NO2,46.0,35.0,9.0,35.0,55.0,Moderate,Denver,CO,-2.1,0.0,10.7
2023-03-02,57,PM2.5,49.0,57.0,6.0,23.0,40.0,Moderate,Denver,CO,0.3,0.0,10.0
2023-03-03,54,PM2.5,48.0,54.0,7.0,46.0,52.0,Moderate,Denver,CO,1.0,0.0,11.7
2023-03-04,52,PM2.5,50.0,52.0,7.0,19.0,39.0,Moderate,Denver,CO,0.8,0.0,15.5
2023-03-05,58,Ozone,58.0,40.0,7.0,28.0,42.0,Moderate,Denver,CO,4.4,0.0,19.2
2023-03-06,51,Ozone,51.0,29.0,7.0,25.0,43.0,Moderate,Denver,CO,2.8,0.0,11.3
2023-03-07,52,PM2.5,48.0,52.0,6.0,29.0,34.0,Moderate,Denver,CO,1.3,0.0,14.7
2023-03-08,58,PM2.5,48.0,58.0,6.0,25.0,37.0,Moderate,Denver,CO,0.5,0.0,15.1
2023-03-09,50,Ozone,50.0,37.0,6.0,38.0,42.0,Good,Denver,CO,2.5,0.0,15.7
2023-03-10,62,PM2.5,43.0,62.0,6.0,43.0,40.0,Moderate,Denver,CO,5.6,0.0,13.8
2023-03-11,50,Ozone,50.0,19.0,7.0,19.0,35.0,Good,Denver,CO,6.7,0.0,21.8
2023-03-12,51,Ozone,51.0,20.0,5.0,10.0,25.0,Moderate,Denver,CO,1.2,0.0,15.3
2023-03-13,46,Ozone,46.0,44.0,6.0,28.0,40.0,Good,Denver,CO,3.0,0.0,9.5
2023-03-14,51,Ozone,51.0,29.0,7.0,25.0,44.0,Moderate,Denver,CO,7.2,0.0,14.1
2023-03-15,60,NO2,44.0,41.0,9.0,54.0,60.0,Moderate,Denver,CO,9.8,0.0,16.2
2023-03-16,61,Ozone,61.0,18.0,5.0,11.0,33.0,Moderate,Denver,CO,1.6,5.3,19.9
2023-03-17,64,Ozone,64.0,20.0,3.0,13.0,29.0,Moderate,Denver,CO,-1.1,0.0,9.9
2023-03-18,51,Ozone,51.0,18.0,5.0,14.0,50.0,Moderate,Denver,CO,-0.6,0.0,8.6
2023-03-19,67,Ozone,67.0,15.0,5.0,10.0,34.0,Moderate,Denver,CO,2.1,0.0,13.0
2023-03-20,48,Ozone,48.0,30.0,7.0,31.0,47.0,Good,Denver,CO,4.0,0.0,9.8
2023-03-21,51,Ozone,51.0,25.0,7.0,28.0,46.0,Moderate,Denver,CO,5.0,0.0,10.7
2023-03-22,77,Ozone,77.0,56.0,6.0,28.0,38.0,Moderate,Denver,CO,3.9,0.0,13.9
2023-03-23,64,Ozone,64.0,50.0,7.0,29.0,61.0,Moderate,Denver,CO,3.5,0.0,11.0
2023-03-24,71,Ozone,71.0,22.0,5.0,19.0,42.0,Moderate,Denver,CO,2.7,0.0,10.0
2023-03-25,61,Ozone,61.0,10.0,5.0,12.0,33.0,Moderate,Denver,CO,-0.6,0.3,21.0
2023-03-26,64,Ozone,64.0,17.0,5.0,13.0,39.0,Moderate,Denver,CO,-2.2,0.0,10.0
2023-03-27,51,Ozone,51.0,20.0,5.0,9.0,40.0,Moderate,Denver,CO,-3.0,1.3,19.0
2023-03-28,49,Ozone,49.0,31.0,6.0,22.0,48.0,Good,Denver,CO,0.3,0.0,11.4
2023-03-29,67,Ozone,67.0,64.0,10.0,42.0,49.0,Moderate,Denver,CO,4.9,0.0,14.0
2023-03-30,74,Ozone,74.0,61.0,8.0,53.0,46.0,Moderate,Denver,CO,7.8,0.0,19.9
